miRNA	DSC_27_23_EKB_20250506_1	DSC_27_23_EKB_20250506_2	DSC_28_23_EKB_20250502_1	DSC_28_23_EKB_20250502_2	DSC_29_23_EKB_20250502_1	DSC_29_23_EKB_20250502_2	DSC_30_23_EKB_20250506_1	DSC_30_23_EKB_20250506_2	DSC_31_23_EKB_20250506_1	DSC_31_23_EKB_20250506_2	DSC_32_23_EKB_20250507_1	DSC_32_23_EKB_20250507_2	Melanocytes_27_23_EKB_20250502_1	Melanocytes_27_23_EKB_20250502_2	Melanocytes_29_23_EKB_20250506_1	Melanocytes_29_23_EKB_20250506_2	Melanocytes_30_23_EKB_20250502_1	Melanocytes_30_23_EKB_20250502_2	Melanocytes_31_23_EKB_20250507_1	Melanocytes_31_23_EKB_20250507_2	Melanocytes_32_23_EKB_20250507_1	Melanocytes_32_23_EKB_20250507_2
hsa-miR-16-1-3p	3	1	14	1	3	3	0	9	5	5	2	6	0	1	0	0	0	0	3	1	2	2
hsa-miR-3130-5p	2	0	4	7	3	1	1	3	9	6	2	3	5	5	5	1	3	2	4	3	10	20
hsa-miR-1301-3p	152	222	549	397	558	300	280	179	532	623	312	409	616	1284	893	830	430	551	1994	1082	2806	1903
hsa-miR-18a-3p	7	8	31	20	39	16	10	15	40	25	30	21	39	44	35	50	9	18	52	14	121	70
hsa-miR-767-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
hsa-miR-26a-1-3p	15	13	50	42	61	30	55	27	65	39	25	39	10	24	4	17	5	13	34	13	14	20
hsa-miR-4694-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
hsa-miR-144-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
hsa-miR-2053	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
hsa-miR-7159-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
hsa-miR-6780b-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-664b-3p	10	4	14	9	22	9	22	10	25	21	12	14	2	3	5	5	1	5	5	3	15	9
hsa-miR-4640-3p	2	2	0	0	13	7	6	4	1	3	0	0	0	0	0	3	1	10	0	0	0	0
hsa-miR-6769a-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6786-3p	1	0	0	0	5	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	4	0
hsa-miR-4783-3p	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	3	0	0	3	0	1	0
hsa-miR-3651	1	1	1	1	3	2	0	2	0	0	0	1	1	2	7	1	0	2	2	2	1	4
hsa-miR-3145-5p	0	0	0	0	0	1	0	0	0	0	1	0	0	4	0	0	4	2	3	0	1	0
hsa-miR-4493	0	0	0	0	0	0	0	0	0	1	0	0	0	2	2	2	0	0	1	0	0	0
hsa-miR-1287-3p	3	0	8	2	8	1	5	11	12	11	6	5	0	0	9	0	0	1	2	0	8	4
hsa-miR-3663-3p	0	2	2	2	4	0	0	1	1	0	1	0	0	0	0	0	1	0	0	0	0	0
hsa-miR-3117-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1
hsa-miR-6509-3p	0	5	0	0	0	0	0	0	2	0	1	0	1	1	0	2	0	0	2	0	0	1
hsa-miR-5685	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0
hsa-miR-3173-5p	0	0	1	0	0	1	2	1	3	2	1	0	5	3	5	0	6	2	3	0	5	6
hsa-miR-6734-3p	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	2	0
hsa-miR-4671-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
hsa-miR-6859-3p	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-133b	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-718	0	0	0	0	1	0	0	0	0	0	4	5	0	0	3	0	0	0	0	0	0	0
hsa-miR-10392-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	6	0	0	0
hsa-miR-1247-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0
hsa-miR-6851-3p	0	0	0	0	0	0	0	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0
hsa-miR-6737-3p	0	0	0	0	1	0	0	2	2	0	0	0	0	0	0	1	0	0	0	0	1	0
hsa-miR-4685-3p	0	2	0	1	6	13	0	1	1	0	0	4	0	1	1	1	5	0	1	10	5	8
hsa-miR-6720-3p	0	0	2	1	0	2	0	3	1	0	2	0	7	16	18	5	4	7	2	2	25	11
hsa-miR-339-3p	194	281	615	472	603	394	461	399	887	854	423	540	202	464	316	436	287	271	570	325	849	814
hsa-miR-638	0	0	0	0	0	0	0	2	0	1	0	2	0	0	0	0	0	0	0	0	0	0
hsa-miR-99a-3p	20	40	61	54	48	30	86	63	58	28	48	49	3	17	7	12	5	1	24	5	16	2
hsa-miR-208b-3p	0	0	5	0	4	0	1	2	0	0	0	0	0	0	0	0	0	0	5	0	1	0
hsa-miR-3180-5p	0	0	1	1	2	1	2	2	4	1	0	0	3	0	0	0	0	0	2	1	1	0
hsa-miR-4632-3p	30	10	25	29	46	24	40	45	77	55	161	107	0	12	8	11	9	12	13	7	19	5
hsa-miR-1292-5p	3	4	9	7	23	6	4	4	12	16	5	0	13	10	19	14	3	2	33	16	55	21
hsa-miR-3621	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0
hsa-miR-126-3p	136	216	747	525	1299	901	832	755	946	942	875	1220	272	757	1321	1406	1191	1381	713	446	2701	2523
hsa-miR-10396b-5p	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	1	0
hsa-miR-3937	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	0	0	1
hsa-miR-10396b-3p	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0
hsa-miR-4285	20	38	4	14	48	16	8	7	18	17	20	32	20	16	1	12	2	1	3	3	0	4
hsa-miR-542-5p	368	499	810	681	805	534	846	782	802	718	457	635	13	31	44	67	51	28	92	47	88	109
hsa-miR-4781-5p	0	0	7	3	0	1	0	0	4	0	0	1	0	1	3	0	0	1	1	2	0	2
hsa-miR-128-1-5p	1	4	10	17	10	12	11	6	18	11	5	6	16	31	12	12	8	15	38	18	20	4
hsa-miR-489-5p	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-146b-3p	0	0	0	0	0	0	0	1	2	0	3	0	0	0	0	0	0	1	0	0	0	0
hsa-miR-5187-3p	0	0	0	0	0	0	0	0	0	0	2	4	0	0	0	0	0	1	1	0	0	0
hsa-miR-7854-3p	1	0	0	0	0	0	1	0	0	0	0	1	0	0	2	1	0	0	1	0	1	0
hsa-miR-3921	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6738-3p	0	0	0	0	1	0	0	0	6	1	1	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-7113-3p	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0
hsa-miR-216b-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6802-3p	2	0	1	0	3	4	0	3	0	2	0	0	0	5	2	2	0	0	3	2	0	0
hsa-miR-877-3p	0	1	0	5	4	2	0	2	0	0	3	1	2	1	2	2	0	1	3	1	11	3
hsa-miR-4778-3p	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-516b-3p	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-5006-3p	0	0	0	0	0	3	0	1	0	0	2	0	0	0	0	0	0	0	2	2	0	0
hsa-miR-4439	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	3	0	0
hsa-miR-11181-5p	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
hsa-miR-8075	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
hsa-miR-4665-5p	0	1	0	0	3	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0
hsa-miR-6726-3p	0	0	0	0	3	0	0	0	0	2	1	0	1	0	0	2	0	0	0	0	0	0
hsa-miR-5580-5p	0	0	0	0	2	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6749-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-7155-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-214-5p	0	0	0	0	0	1	0	2	6	0	0	2	0	0	0	0	0	0	0	0	0	0
hsa-miR-892c-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	2	0	0	0
hsa-miR-4659b-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0
hsa-miR-4726-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6512-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-10392-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
hsa-miR-10397-5p	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
hsa-miR-26a-2-3p	68	35	106	42	167	58	99	79	124	76	103	82	4	28	18	23	12	18	21	5	24	25
hsa-miR-4804-3p	0	0	0	0	3	0	0	0	0	0	0	0	0	2	0	1	2	0	0	0	5	0
hsa-miR-103a-1-5p	1	0	3	0	1	1	0	4	5	0	1	0	0	3	3	1	1	0	3	1	0	0
hsa-miR-4652-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-345-3p	0	0	2	2	3	0	0	0	1	2	3	0	0	0	0	0	0	0	0	0	4	0
hsa-miR-519a-3p	3	11	11	18	33	12	23	11	14	7	5	19	0	0	0	0	0	4	0	0	0	0
hsa-miR-655-5p	9	14	35	19	39	15	38	28	17	20	5	27	0	0	0	0	0	2	0	0	0	0
hsa-miR-495-5p	80	63	82	79	167	97	96	79	114	94	77	90	0	0	1	2	0	0	1	0	0	2
hsa-miR-129-1-3p	116	77	5	0	2	1	5	8	10	8	1	1	0	4	0	0	1	2	2	1	2	3
hsa-miR-3928-5p	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	1	1	0	0	0	0	0
hsa-miR-6806-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6505-3p	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
hsa-miR-4733-3p	3	0	0	0	4	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	2	0
hsa-miR-744-3p	8	9	30	11	20	17	11	6	46	15	17	10	1	2	3	4	0	1	8	5	19	27
hsa-miR-19b-2-5p	3	5	2	0	3	4	0	0	0	2	0	0	0	1	0	2	0	0	1	0	0	0
hsa-miR-1184	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4671-3p	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1
hsa-miR-18b-5p	739	871	2254	1770	2046	1187	1584	1429	1141	914	977	1143	273	699	671	804	417	409	975	442	1070	1636
hsa-miR-548o-3p	9	3	2	4	10	2	3	4	15	7	7	8	1	0	2	2	13	1	2	1	14	13
hsa-miR-3085-5p	0	0	0	1	0	1	0	0	1	0	1	0	0	2	2	0	1	0	3	0	1	0
hsa-miR-6869-3p	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	1	0
hsa-miR-4735-5p	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0
hsa-miR-668-5p	0	0	1	1	0	0	1	0	0	2	1	0	0	0	0	2	0	1	0	0	0	0
hsa-miR-4763-5p	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6870-3p	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0
hsa-miR-3150a-3p	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6068	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4479	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
hsa-miR-4697-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3679-3p	0	1	4	0	5	1	0	0	2	1	0	0	0	0	1	0	0	1	1	0	1	2
hsa-miR-3944-3p	0	0	1	0	0	0	0	0	3	0	0	0	0	2	0	0	0	0	3	2	0	0
hsa-miR-3655	0	0	1	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1
hsa-miR-4736	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6782-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6737-5p	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
hsa-miR-376c-5p	5	1	5	1	12	2	0	7	3	2	0	2	0	0	0	0	0	0	0	0	0	0
hsa-miR-4518	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
hsa-miR-5088-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0
hsa-miR-3124-5p	1	0	0	1	5	2	4	0	1	2	1	0	3	0	0	2	2	0	2	2	3	2
hsa-miR-4475	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	2	1
hsa-miR-4289	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
hsa-miR-503-3p	6	6	15	2	14	7	10	11	7	2	9	4	0	4	4	0	0	0	7	2	2	3
hsa-miR-380-5p	6	4	11	15	26	13	15	11	16	10	7	7	0	0	0	0	0	0	0	0	0	0
hsa-miR-548ap-5p	0	1	1	2	4	3	2	0	3	2	0	2	2	3	0	2	0	1	2	0	0	0
hsa-miR-1183	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0
hsa-miR-4798-5p	1	0	0	0	6	0	6	4	1	2	3	1	0	0	0	0	0	0	0	0	0	1
hsa-miR-6718-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4782-3p	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	3	0	0	0
hsa-miR-520f-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-889-3p	193	208	537	318	598	324	461	399	518	325	307	361	0	0	3	8	0	1	0	0	3	2
hsa-miR-601	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-8084	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0	0	0	0	0	0
hsa-miR-550b-3p	0	0	0	0	0	0	0	0	0	1	2	0	3	0	0	0	0	0	0	0	0	0
hsa-miR-212-3p	5	12	18	9	11	0	9	8	23	11	10	10	23	34	13	16	12	19	96	47	79	100
hsa-miR-935	2	0	0	1	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	5
hsa-miR-345-5p	344	444	732	720	1303	931	613	485	1474	1292	812	1068	260	609	466	594	258	343	1269	650	1479	1062
hsa-miR-550a-3p	10	7	32	10	22	16	27	18	40	16	24	18	2	5	14	12	6	4	22	8	41	27
hsa-miR-454-3p	560	730	1683	1065	3360	1442	1461	1269	2751	1975	1586	1865	496	953	1394	1084	652	669	1488	750	2227	2485
hsa-miR-367-5p	0	0	0	0	0	0	0	0	0	0	0	3	0	5	0	0	0	0	0	0	0	0
hsa-miR-2909	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-8074	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-320a-5p	1	0	3	2	1	0	0	0	4	0	4	0	0	3	1	3	0	0	0	0	3	0
hsa-miR-2116-5p	13	11	13	18	22	7	18	20	13	23	12	12	6	6	12	8	3	1	14	4	6	38
hsa-miR-556-3p	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0
hsa-miR-376a-5p	142	70	123	64	226	109	131	155	174	55	84	88	0	0	0	1	0	0	1	0	0	0
hsa-miR-6881-3p	0	0	0	0	0	0	0	0	0	0	0	3	0	1	0	0	0	0	0	0	0	0
hsa-miR-4680-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-7843-3p	0	0	0	0	1	0	1	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0
hsa-miR-4469	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3193	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-639	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-510-3p	14	5	27	15	74	34	49	42	54	62	39	39	18	36	43	48	37	35	50	48	62	86
hsa-miR-3147	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3684	0	2	1	1	4	0	1	0	6	1	2	0	0	1	7	1	0	1	1	0	5	8
hsa-miR-1299	0	0	0	0	1	0	3	0	0	0	0	0	0	0	0	0	0	3	1	0	0	0
hsa-miR-517a-3p	0	0	0	1	4	0	0	0	1	0	0	0	0	0	0	0	0	1	4	3	0	0
hsa-miR-5089-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4305	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-202-5p	3	3	0	0	1	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	2
hsa-miR-5705	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3667-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
hsa-miR-4764-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
hsa-miR-520f-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
hsa-miR-4713-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-5690	0	0	0	0	0	3	0	1	0	0	1	0	0	1	1	0	0	0	0	0	2	1
hsa-miR-133a-3p	4	8	11	6	13	7	7	5	42	18	6	12	0	0	0	0	0	0	0	2	0	0
hsa-miR-153-3p	0	4	3	0	0	5	0	2	21	4	0	7	0	3	0	2	0	0	5	1	0	1
hsa-miR-188-5p	32	28	45	32	94	70	67	49	95	75	59	88	28	34	32	41	21	27	119	52	88	83
hsa-miR-7161-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1
hsa-miR-376b-5p	43	38	79	42	76	76	67	95	114	43	69	66	0	0	0	0	0	0	0	0	0	0
hsa-miR-6821-3p	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4788	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-5582-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	1	0
hsa-miR-2114-5p	0	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0
hsa-miR-548e-5p	4	0	0	1	6	1	9	1	4	0	2	0	0	0	0	2	3	0	1	2	5	5
hsa-miR-466	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	2	0	0	2	3	0	0
hsa-miR-6889-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4268	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-155-5p	55	70	347	212	366	182	210	173	256	184	151	161	50	99	24	20	50	49	38	16	206	246
hsa-miR-155-3p	5	2	9	2	13	3	3	12	5	5	1	2	0	0	0	0	3	0	0	0	0	2
hsa-miR-12128	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-1193	0	0	0	0	1	0	2	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-544a	20	8	8	6	19	5	20	10	27	7	16	14	0	0	0	1	0	0	0	2	0	0
hsa-miR-3136-5p	3	0	0	3	1	2	0	3	5	1	4	2	3	2	0	0	2	1	2	0	6	2
hsa-miR-6864-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0
hsa-miR-513c-3p	46	40	116	60	183	98	171	155	279	167	115	173	36	112	137	153	64	78	255	139	246	298
hsa-miR-1251-5p	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-637	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-643	3	1	8	1	2	1	6	2	4	0	4	3	2	1	2	2	0	3	4	3	6	12
hsa-miR-302c-3p	0	0	0	0	0	0	0	0	3	5	0	0	0	0	0	0	1	0	0	0	0	0
hsa-miR-548as-3p	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-518b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	1
hsa-miR-5588-3p	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
hsa-miR-520h	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0
hsa-miR-1243	2	0	1	0	1	1	0	0	8	8	2	2	1	0	5	3	4	1	7	3	7	7
hsa-miR-371a-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-502-5p	26	41	45	29	90	62	50	56	91	90	47	64	36	68	91	76	33	63	157	55	187	179
hsa-miR-200c-3p	6	5	38	32	40	13	28	24	22	24	18	20	13	32	23	27	2	13	36	16	20	41
hsa-miR-548i	0	3	8	4	0	5	4	5	8	3	2	5	1	1	0	0	2	6	0	2	2	1
hsa-miR-137-5p	17	21	81	32	74	27	45	43	43	42	33	62	0	0	1	0	0	0	0	0	0	2
hsa-miR-548aq-3p	0	3	6	5	15	9	9	8	7	3	15	9	0	5	12	11	2	4	7	4	15	8
hsa-miR-367-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
hsa-miR-10b-3p	74	99	143	88	192	86	148	145	91	96	144	147	56	135	77	135	58	60	52	16	147	155
hsa-miR-323b-3p	295	330	604	553	1016	549	626	433	518	677	403	503	0	0	0	1	0	0	0	0	3	8
hsa-miR-1266-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-593-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
hsa-miR-3065-3p	5	2	5	3	0	1	5	4	11	14	3	3	1	8	1	3	1	4	4	0	3	6
hsa-miR-517c-3p	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
hsa-miR-208b-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-874-5p	15	23	30	23	46	24	32	30	104	84	14	30	8	10	16	12	1	3	19	4	12	7
hsa-miR-629-3p	7	1	9	9	16	11	10	11	9	13	9	10	2	6	2	2	1	0	6	2	15	10
hsa-miR-6825-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3939	0	0	0	0	0	0	0	0	1	0	0	1	0	1	2	0	0	7	0	0	5	1
hsa-miR-3186-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6730-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-7152-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-614	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
hsa-miR-4467	0	0	0	0	0	0	0	0	3	0	1	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-548h-5p	0	0	4	0	4	0	5	1	4	2	0	4	0	0	0	2	0	2	1	0	2	1
hsa-miR-548n	4	6	13	13	17	9	14	10	13	8	4	7	2	6	6	4	2	1	5	0	12	18
hsa-miR-4431	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	1	0	0	0
hsa-miR-548aa	6	12	15	11	24	14	31	15	58	26	20	13	4	12	17	22	18	13	24	8	28	44
hsa-miR-1468-5p	0	1	12	17	16	7	6	10	9	3	5	8	0	3	0	3	0	0	2	1	8	8
hsa-miR-4473	2	0	2	5	5	1	2	0	3	0	0	4	0	7	5	10	3	6	16	11	15	42
hsa-miR-1248	4	15	7	14	14	26	10	16	21	11	8	7	1	2	5	3	5	3	11	9	12	5
hsa-miR-371b-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-5692c	0	2	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	1	0	0	0
hsa-miR-519e-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-103a-2-5p	26	17	53	24	31	20	35	23	64	39	27	33	6	13	8	15	9	7	37	17	25	34
hsa-miR-5581-3p	7	0	2	2	3	5	11	0	12	3	2	1	1	1	1	0	6	5	2	1	3	4
hsa-miR-658	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3192-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-523-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-548c-5p	12	9	30	9	16	9	12	11	14	9	5	9	10	9	26	24	10	17	15	3	28	23
hsa-miR-548h-3p	2	3	12	0	10	8	11	7	26	13	6	9	4	10	6	12	2	0	13	9	11	18
hsa-miR-4790-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3136-3p	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0
hsa-miR-548aj-3p	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0
hsa-miR-122-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0
hsa-miR-215-5p	5	2	5	4	8	3	8	8	7	5	1	0	1	9	2	2	6	3	11	2	7	15
